iteration,accuracy_before,accuracy_after,dset_size
14.0,0.6029126213592233,0.6048543689320388,0.8
8.0,0.6194174757281553,0.6174757281553398,0.8
2.0,0.6466019417475728,0.6485436893203883,0.8
16.0,0.6427184466019418,0.6456310679611651,0.8
20.0,0.6048543689320388,0.6077669902912621,0.8
10.0,0.5990291262135923,0.5970873786407767,0.8
12.0,0.5970873786407767,0.6077669902912621,0.8
6.0,0.6048543689320388,0.6097087378640776,0.8
4.0,0.583495145631068,0.6087378640776699,0.8
18.0,0.6077669902912621,0.6242718446601941,0.8
14.0,0.6029126213592233,0.6048543689320388,0.8
2.0,0.6349514563106796,0.6446601941747573,0.8
8.0,0.6106796116504855,0.6242718446601941,0.8
16.0,0.6300970873786408,0.6378640776699029,0.8
20.0,0.6019417475728155,0.6135922330097088,0.8
10.0,0.596116504854369,0.6019417475728155,0.8
12.0,0.5922330097087378,0.6058252427184466,0.8
4.0,0.6087378640776699,0.6087378640776699,0.8
6.0,0.5990291262135923,0.6087378640776699,0.8
18.0,0.6155339805825243,0.6262135922330098,0.8
2.0,0.641747572815534,0.6466019417475728,0.8
14.0,0.6009708737864078,0.6058252427184466,0.8
16.0,0.6475728155339806,0.6485436893203883,0.8
8.0,0.6077669902912621,0.6203883495145631,0.8
20.0,0.6038834951456311,0.6106796116504855,0.8
10.0,0.596116504854369,0.6067961165048543,0.8
12.0,0.5932038834951456,0.5970873786407767,0.8
4.0,0.6038834951456311,0.6019417475728155,0.8
6.0,0.6,0.6058252427184466,0.8
18.0,0.6339805825242718,0.6388349514563106,0.8
14.0,0.6106796116504855,0.6097087378640776,0.8
2.0,0.6427184466019418,0.6436893203883495,0.8
8.0,0.6106796116504855,0.6184466019417476,0.8
16.0,0.6485436893203883,0.6514563106796116,0.8
20.0,0.6135922330097088,0.6135922330097088,0.8
10.0,0.5951456310679611,0.596116504854369,0.8
12.0,0.6067961165048543,0.6019417475728155,0.8
4.0,0.6097087378640776,0.6048543689320388,0.8
6.0,0.6135922330097088,0.6058252427184466,0.8
18.0,0.6398058252427185,0.6359223300970874,0.8
14.0,0.6145631067961165,0.6135922330097088,0.8
2.0,0.6456310679611651,0.6466019417475728,0.8
16.0,0.6495145631067961,0.6485436893203883,0.8
8.0,0.6213592233009708,0.6194174757281553,0.8
20.0,0.6174757281553398,0.6155339805825243,0.8
10.0,0.5990291262135923,0.6029126213592233,0.8
12.0,0.6184466019417476,0.6077669902912621,0.8
4.0,0.5893203883495146,0.6,0.8
6.0,0.6233009708737864,0.6145631067961165,0.8
18.0,0.6223300970873786,0.6271844660194175,0.8
14.0,0.6116504854368932,0.6135922330097088,0.8
16.0,0.6320388349514563,0.6407766990291263,0.8
2.0,0.6456310679611651,0.6485436893203883,0.8
8.0,0.629126213592233,0.6223300970873786,0.8
20.0,0.6116504854368932,0.6194174757281553,0.8
10.0,0.6116504854368932,0.6067961165048543,0.8
27.0,0.26990291262135924,0.4145631067961165,0.8
21.0,0.26990291262135924,0.4145631067961165,0.8
3.0,0.26990291262135924,0.4145631067961165,0.8
18.0,0.26990291262135924,0.4145631067961165,0.8
15.0,0.26990291262135924,0.4145631067961165,0.8
12.0,0.26990291262135924,0.4145631067961165,0.8
6.0,0.26990291262135924,0.4145631067961165,0.8
9.0,0.26990291262135924,0.4145631067961165,0.8
24.0,0.26990291262135924,0.4145631067961165,0.8
30.0,0.26990291262135924,0.4145631067961165,0.8
3.0,0.6087378640776699,0.6116504854368932,0.8
15.0,0.6155339805825243,0.6203883495145631,0.8
6.0,0.6223300970873786,0.6116504854368932,0.8
21.0,0.6048543689320388,0.6106796116504855,0.8
18.0,0.6184466019417476,0.6155339805825243,0.8
27.0,0.6145631067961165,0.616504854368932,0.8
12.0,0.6213592233009708,0.6233009708737864,0.8
30.0,0.6048543689320388,0.6087378640776699,0.8
9.0,0.616504854368932,0.6155339805825243,0.8
24.0,0.6087378640776699,0.6116504854368932,0.8
3.0,0.7077669902912621,0.6980582524271844,0.8
15.0,0.6825242718446602,0.6747572815533981,0.8
12.0,0.7097087378640776,0.6951456310679611,0.8
6.0,0.670873786407767,0.6398058252427185,0.8
18.0,0.6640776699029126,0.6485436893203883,0.8
21.0,0.6990291262135923,0.6902912621359223,0.8
27.0,0.7019417475728156,0.6951456310679611,0.8
30.0,0.7087378640776699,0.6951456310679611,0.8
9.0,0.6563106796116505,0.6407766990291263,0.8
24.0,0.6825242718446602,0.6728155339805825,0.8
27.0,0.7203883495145631,0.7116504854368932,0.8
6.0,0.5737864077669903,0.6116504854368932,0.8
15.0,0.6271844660194175,0.6572815533980583,0.8
18.0,0.5844660194174758,0.6213592233009708,0.8
3.0,0.7300970873786408,0.7300970873786408,0.8
12.0,0.7271844660194174,0.7252427184466019,0.8
30.0,0.6747572815533981,0.6728155339805825,0.8
21.0,0.6737864077669903,0.6825242718446602,0.8
24.0,0.6174757281553398,0.6446601941747573,0.8
9.0,0.5951456310679611,0.6233009708737864,0.8
18.0,0.6495145631067961,0.6456310679611651,0.8
15.0,0.6854368932038835,0.6699029126213593,0.8
6.0,0.6533980582524271,0.6495145631067961,0.8
27.0,0.7427184466019418,0.7427184466019418,0.8
30.0,0.7145631067961165,0.6902912621359223,0.8
3.0,0.7514563106796116,0.7689320388349514,0.8
12.0,0.7436893203883496,0.7582524271844661,0.8
21.0,0.7223300970873786,0.7291262135922331,0.8
9.0,0.6514563106796116,0.6446601941747573,0.8
24.0,0.6640776699029126,0.6572815533980583,0.8
6.0,0.6223300970873786,0.6145631067961165,0.8
18.0,0.6184466019417476,0.6223300970873786,0.8
15.0,0.6320388349514563,0.6262135922330098,0.8
3.0,0.6893203883495146,0.6902912621359223,0.8
27.0,0.6893203883495146,0.6786407766990291,0.8
12.0,0.7009708737864078,0.6766990291262136,0.8
30.0,0.6330097087378641,0.6466019417475728,0.8
24.0,0.6242718446601941,0.6281553398058253,0.8
21.0,0.6407766990291263,0.6650485436893204,0.8
9.0,0.6174757281553398,0.6135922330097088,0.8
6.0,0.6359223300970874,0.6233009708737864,0.8
3.0,0.6553398058252428,0.6737864077669903,0.8
15.0,0.6456310679611651,0.629126213592233,0.8
18.0,0.6310679611650486,0.625242718446602,0.8
27.0,0.6737864077669903,0.6631067961165048,0.8
12.0,0.6796116504854369,0.6728155339805825,0.8
30.0,0.6563106796116505,0.670873786407767,0.8
9.0,0.6271844660194175,0.6213592233009708,0.8
24.0,0.6398058252427185,0.6300970873786408,0.8
21.0,0.6553398058252428,0.6796116504854369,0.8
6.0,0.5844660194174758,0.6067961165048543,0.8
3.0,0.5854368932038835,0.6194174757281553,0.8
18.0,0.5941747572815534,0.6106796116504855,0.8
15.0,0.596116504854369,0.6116504854368932,0.8
27.0,0.5951456310679611,0.6184466019417476,0.8
30.0,0.6077669902912621,0.6281553398058253,0.8
24.0,0.5737864077669903,0.6048543689320388,0.8
12.0,0.6038834951456311,0.6194174757281553,0.8
21.0,0.5951456310679611,0.6504854368932039,0.8
9.0,0.5951456310679611,0.6067961165048543,0.8
6.0,0.6019417475728155,0.5951456310679611,0.8
3.0,0.6106796116504855,0.6194174757281553,0.8
15.0,0.6058252427184466,0.5980582524271845,0.8
18.0,0.6058252427184466,0.5970873786407767,0.8
27.0,0.6145631067961165,0.6077669902912621,0.8
30.0,0.616504854368932,0.6398058252427185,0.8
24.0,0.6097087378640776,0.6097087378640776,0.8
12.0,0.6262135922330098,0.6155339805825243,0.8
9.0,0.6019417475728155,0.5980582524271845,0.8
21.0,0.6194174757281553,0.654368932038835,0.8
6.0,0.5932038834951456,0.6009708737864078,0.8
3.0,0.6145631067961165,0.6359223300970874,0.8
18.0,0.6009708737864078,0.6087378640776699,0.8
15.0,0.5932038834951456,0.6038834951456311,0.8
27.0,0.6019417475728155,0.6155339805825243,0.8
9.0,0.5922330097087378,0.6029126213592233,0.8
24.0,0.6019417475728155,0.6135922330097088,0.8
12.0,0.616504854368932,0.6223300970873786,0.8
30.0,0.612621359223301,0.6601941747572816,0.8
21.0,0.6300970873786408,0.6679611650485436,0.8
6.0,0.6271844660194175,0.6135922330097088,0.8
3.0,0.6640776699029126,0.6640776699029126,0.8
9.0,0.6203883495145631,0.6048543689320388,0.8
18.0,0.6300970873786408,0.6213592233009708,0.8
15.0,0.6378640776699029,0.6223300970873786,0.8
24.0,0.6456310679611651,0.6320388349514563,0.8
27.0,0.658252427184466,0.6427184466019418,0.8
12.0,0.6640776699029126,0.654368932038835,0.8
30.0,0.6621359223300971,0.6805825242718446,0.8
21.0,0.6728155339805825,0.6893203883495146,0.8
6.0,0.6,0.6058252427184466,0.8
3.0,0.6116504854368932,0.6320388349514563,0.8
15.0,0.5990291262135923,0.6077669902912621,0.8
18.0,0.6,0.6077669902912621,0.8
9.0,0.5970873786407767,0.6009708737864078,0.8
24.0,0.6048543689320388,0.6184466019417476,0.8
12.0,0.6087378640776699,0.6233009708737864,0.8
27.0,0.6058252427184466,0.6184466019417476,0.8
21.0,0.6398058252427185,0.6747572815533981,0.8
30.0,0.6184466019417476,0.6669902912621359,0.8
6.0,0.6106796116504855,0.6029126213592233,0.8
3.0,0.6533980582524271,0.6378640776699029,0.8
9.0,0.6048543689320388,0.5990291262135923,0.8
15.0,0.6174757281553398,0.6048543689320388,0.8
18.0,0.6116504854368932,0.6067961165048543,0.8
27.0,0.6485436893203883,0.625242718446602,0.8
24.0,0.6194174757281553,0.6135922330097088,0.8
12.0,0.6466019417475728,0.6388349514563106,0.8
21.0,0.6669902912621359,0.6796116504854369,0.8
30.0,0.6485436893203883,0.6669902912621359,0.8
3.0,0.6087378640776699,0.6262135922330098,0.8
6.0,0.5951456310679611,0.5922330097087378,0.8
9.0,0.5951456310679611,0.5941747572815534,0.8
15.0,0.5922330097087378,0.5980582524271845,0.8
27.0,0.6029126213592233,0.616504854368932,0.8
18.0,0.5922330097087378,0.5941747572815534,0.8
24.0,0.6019417475728155,0.6029126213592233,0.8
21.0,0.6572815533980583,0.6699029126213593,0.8
12.0,0.6097087378640776,0.6233009708737864,0.8
30.0,0.6271844660194175,0.6679611650485436,0.8
6.0,0.6029126213592233,0.5970873786407767,0.8
9.0,0.5980582524271845,0.596116504854369,0.8
3.0,0.6087378640776699,0.6223300970873786,0.8
15.0,0.5980582524271845,0.596116504854369,0.8
27.0,0.612621359223301,0.616504854368932,0.8
24.0,0.6038834951456311,0.5990291262135923,0.8
21.0,0.6669902912621359,0.683495145631068,0.8
18.0,0.5970873786407767,0.5941747572815534,0.8
30.0,0.6407766990291263,0.6660194174757281,0.8
12.0,0.6242718446601941,0.6213592233009708,0.8
3.0,0.629126213592233,0.616504854368932,0.8
9.0,0.6087378640776699,0.6019417475728155,0.8
6.0,0.6174757281553398,0.6038834951456311,0.8
27.0,0.6271844660194175,0.6213592233009708,0.8
15.0,0.6097087378640776,0.6029126213592233,0.8
24.0,0.6135922330097088,0.6077669902912621,0.8
21.0,0.6631067961165048,0.6766990291262136,0.8
18.0,0.6097087378640776,0.6029126213592233,0.8
12.0,0.641747572815534,0.6349514563106796,0.8
30.0,0.654368932038835,0.6572815533980583,0.8
3.0,0.6194174757281553,0.6223300970873786,0.8
9.0,0.5990291262135923,0.6019417475728155,0.8
6.0,0.6029126213592233,0.6,0.8
15.0,0.6097087378640776,0.6009708737864078,0.8
24.0,0.6067961165048543,0.6048543689320388,0.8
27.0,0.6300970873786408,0.625242718446602,0.8
21.0,0.6805825242718446,0.6961165048543689,0.8
12.0,0.6407766990291263,0.6388349514563106,0.8
18.0,0.6029126213592233,0.6029126213592233,0.8
30.0,0.6514563106796116,0.6621359223300971,0.8
3.0,0.6155339805825243,0.6194174757281553,0.8
9.0,0.5980582524271845,0.6009708737864078,0.8
24.0,0.6029126213592233,0.6048543689320388,0.8
6.0,0.5980582524271845,0.5990291262135923,0.8
27.0,0.6077669902912621,0.616504854368932,0.8
15.0,0.6019417475728155,0.5990291262135923,0.8
18.0,0.5990291262135923,0.5970873786407767,0.8
21.0,0.6815533980582524,0.6922330097087379,0.8
12.0,0.6135922330097088,0.6213592233009708,0.8
30.0,0.6436893203883495,0.6572815533980583,0.8
24.0,0.6077669902912621,0.6058252427184466,0.8
3.0,0.6310679611650486,0.6300970873786408,0.8
9.0,0.6087378640776699,0.5990291262135923,0.8
6.0,0.6077669902912621,0.6009708737864078,0.8
15.0,0.6029126213592233,0.6019417475728155,0.8
27.0,0.629126213592233,0.6262135922330098,0.8
21.0,0.7038834951456311,0.7106796116504854,0.8
18.0,0.6048543689320388,0.5980582524271845,0.8
30.0,0.6689320388349514,0.6718446601941748,0.8
12.0,0.6378640776699029,0.6330097087378641,0.8
3.0,0.6233009708737864,0.6242718446601941,0.8
6.0,0.5970873786407767,0.5980582524271845,0.8
24.0,0.6145631067961165,0.612621359223301,0.8
9.0,0.5970873786407767,0.5941747572815534,0.8
27.0,0.6213592233009708,0.6184466019417476,0.8
30.0,0.654368932038835,0.6718446601941748,0.8
18.0,0.6058252427184466,0.6,0.8
21.0,0.6941747572815534,0.7,0.8
15.0,0.6,0.5990291262135923,0.8
12.0,0.6281553398058253,0.6300970873786408,0.8
6.0,0.5902912621359223,0.5922330097087378,0.8
3.0,0.6203883495145631,0.6262135922330098,0.8
24.0,0.6019417475728155,0.6067961165048543,0.8
9.0,0.5941747572815534,0.5941747572815534,0.8
27.0,0.6184466019417476,0.6233009708737864,0.8
15.0,0.5922330097087378,0.5912621359223301,0.8
30.0,0.6679611650485436,0.6825242718446602,0.8
18.0,0.5941747572815534,0.5932038834951456,0.8
21.0,0.6728155339805825,0.6970873786407767,0.8
12.0,0.6339805825242718,0.6349514563106796,0.8
6.0,0.5902912621359223,0.5932038834951456,0.8
3.0,0.6116504854368932,0.6271844660194175,0.8
9.0,0.5941747572815534,0.596116504854369,0.8
24.0,0.579611650485437,0.6067961165048543,0.8
27.0,0.6116504854368932,0.6213592233009708,0.8
15.0,0.5864077669902913,0.5951456310679611,0.8
30.0,0.6689320388349514,0.6893203883495146,0.8
21.0,0.7174757281553398,0.7242718446601941,0.8
12.0,0.6135922330097088,0.6262135922330098,0.8
18.0,0.5912621359223301,0.5941747572815534,0.8
9.0,0.6048543689320388,0.6038834951456311,0.8
6.0,0.6019417475728155,0.5990291262135923,0.8
3.0,0.6145631067961165,0.6310679611650486,0.8
24.0,0.6145631067961165,0.616504854368932,0.8
27.0,0.6242718446601941,0.6271844660194175,0.8
15.0,0.5951456310679611,0.596116504854369,0.8
21.0,0.7543689320388349,0.7553398058252427,0.8
30.0,0.6699029126213593,0.683495145631068,0.8
12.0,0.6271844660194175,0.629126213592233,0.8
18.0,0.6097087378640776,0.6029126213592233,0.8
9.0,0.5951456310679611,0.6029126213592233,0.8
3.0,0.6106796116504855,0.625242718446602,0.8
6.0,0.5893203883495146,0.5970873786407767,0.8
24.0,0.5912621359223301,0.6077669902912621,0.8
15.0,0.5912621359223301,0.5990291262135923,0.8
27.0,0.6106796116504855,0.6262135922330098,0.8
21.0,0.7456310679611651,0.7543689320388349,0.8
12.0,0.6116504854368932,0.6349514563106796,0.8
30.0,0.6436893203883495,0.6757281553398058,0.8
18.0,0.5864077669902913,0.596116504854369,0.8
3.0,0.6174757281553398,0.6262135922330098,0.8
9.0,0.6019417475728155,0.5980582524271845,0.8
6.0,0.6009708737864078,0.6,0.8
24.0,0.6116504854368932,0.6155339805825243,0.8
15.0,0.6009708737864078,0.6009708737864078,0.8
27.0,0.6262135922330098,0.6281553398058253,0.8
12.0,0.6388349514563106,0.6398058252427185,0.8
21.0,0.7223300970873786,0.7466019417475728,0.8
30.0,0.654368932038835,0.6815533980582524,0.8
18.0,0.6,0.596116504854369,0.8
3.0,0.6194174757281553,0.6300970873786408,0.8
9.0,0.6019417475728155,0.6058252427184466,0.8
6.0,0.6009708737864078,0.6048543689320388,0.8
24.0,0.6067961165048543,0.6174757281553398,0.8
15.0,0.5941747572815534,0.6038834951456311,0.8
27.0,0.6281553398058253,0.6320388349514563,0.8
12.0,0.6281553398058253,0.6339805825242718,0.8
21.0,0.7242718446601941,0.7533980582524272,0.8
18.0,0.5951456310679611,0.5990291262135923,0.8
30.0,0.6718446601941748,0.6902912621359223,0.8
9.0,0.6009708737864078,0.6048543689320388,0.8
3.0,0.6213592233009708,0.6359223300970874,0.8
6.0,0.5970873786407767,0.6009708737864078,0.8
24.0,0.6058252427184466,0.6184466019417476,0.8
27.0,0.6262135922330098,0.6262135922330098,0.8
12.0,0.6359223300970874,0.6388349514563106,0.8
15.0,0.596116504854369,0.6058252427184466,0.8
21.0,0.6757281553398058,0.7097087378640776,0.8
30.0,0.6466019417475728,0.6786407766990291,0.8
18.0,0.5932038834951456,0.5990291262135923,0.8
3.0,0.6388349514563106,0.6388349514563106,0.8
9.0,0.6058252427184466,0.6058252427184466,0.8
6.0,0.6,0.5980582524271845,0.8
24.0,0.5980582524271845,0.6067961165048543,0.8
27.0,0.6378640776699029,0.6388349514563106,0.8
12.0,0.6475728155339806,0.6466019417475728,0.8
15.0,0.5980582524271845,0.5980582524271845,0.8
21.0,0.7805825242718447,0.7854368932038835,0.8
18.0,0.5951456310679611,0.6,0.8
30.0,0.6893203883495146,0.6902912621359223,0.8
3.0,0.6504854368932039,0.6427184466019418,0.8
9.0,0.6058252427184466,0.6067961165048543,0.8
6.0,0.6,0.6,0.8
27.0,0.6388349514563106,0.6398058252427185,0.8
24.0,0.6155339805825243,0.6106796116504855,0.8
12.0,0.6388349514563106,0.6427184466019418,0.8
21.0,0.7233009708737864,0.7436893203883496,0.8
15.0,0.6,0.5980582524271845,0.8
30.0,0.6766990291262136,0.6893203883495146,0.8
18.0,0.6038834951456311,0.6048543689320388,0.8
3.0,0.6223300970873786,0.6407766990291263,0.8
6.0,0.6077669902912621,0.6009708737864078,0.8
9.0,0.6067961165048543,0.6038834951456311,0.8
27.0,0.6388349514563106,0.6359223300970874,0.8
12.0,0.6271844660194175,0.6330097087378641,0.8
21.0,0.7485436893203884,0.7728155339805826,0.8
15.0,0.6116504854368932,0.6048543689320388,0.8
24.0,0.6174757281553398,0.6233009708737864,0.8
30.0,0.6699029126213593,0.6932038834951456,0.8
18.0,0.625242718446602,0.6106796116504855,0.8
12.0,0.26990291262135924,0.4145631067961165,0.8
40.0,0.26990291262135924,0.4145631067961165,0.8
8.0,0.26990291262135924,0.4145631067961165,0.8
28.0,0.26990291262135924,0.4145631067961165,0.8
24.0,0.26990291262135924,0.4145631067961165,0.8
36.0,0.26990291262135924,0.4145631067961165,0.8
20.0,0.26990291262135924,0.4145631067961165,0.8
16.0,0.26990291262135924,0.4145631067961165,0.8
4.0,0.26990291262135924,0.4145631067961165,0.8
32.0,0.26990291262135924,0.4145631067961165,0.8
28.0,0.6135922330097088,0.612621359223301,0.8
12.0,0.6194174757281553,0.616504854368932,0.8
8.0,0.6077669902912621,0.6184466019417476,0.8
40.0,0.6077669902912621,0.6097087378640776,0.8
16.0,0.6203883495145631,0.6203883495145631,0.8
36.0,0.6087378640776699,0.6097087378640776,0.8
32.0,0.6223300970873786,0.6194174757281553,0.8
4.0,0.6058252427184466,0.6145631067961165,0.8
20.0,0.6184466019417476,0.6155339805825243,0.8
24.0,0.6135922330097088,0.6135922330097088,0.8
16.0,0.683495145631068,0.6728155339805825,0.8
8.0,0.6786407766990291,0.6728155339805825,0.8
12.0,0.6669902912621359,0.6475728155339806,0.8
40.0,0.7009708737864078,0.6893203883495146,0.8
4.0,0.6970873786407767,0.6951456310679611,0.8
24.0,0.6990291262135923,0.6854368932038835,0.8
28.0,0.7097087378640776,0.6912621359223301,0.8
36.0,0.6844660194174758,0.6766990291262136,0.8
32.0,0.6786407766990291,0.658252427184466,0.8
20.0,0.6611650485436893,0.6320388349514563,0.8
12.0,0.5970873786407767,0.6281553398058253,0.8
16.0,0.6359223300970874,0.6601941747572816,0.8
40.0,0.7252427184466019,0.7155339805825243,0.8
20.0,0.5805825242718446,0.6135922330097088,0.8
8.0,0.6330097087378641,0.6533980582524271,0.8
36.0,0.6106796116504855,0.6524271844660194,0.8
28.0,0.7271844660194174,0.7135922330097088,0.8
24.0,0.7233009708737864,0.7174757281553398,0.8
4.0,0.7223300970873786,0.7213592233009709,0.8
32.0,0.6029126213592233,0.6320388349514563,0.8
16.0,0.6864077669902913,0.6679611650485436,0.8
12.0,0.6650485436893204,0.6572815533980583,0.8
36.0,0.6776699029126214,0.6601941747572816,0.8
24.0,0.7495145631067961,0.7611650485436893,0.8
40.0,0.7417475728155339,0.7475728155339806,0.8
20.0,0.6640776699029126,0.6407766990291263,0.8
8.0,0.6883495145631068,0.6689320388349514,0.8
32.0,0.6631067961165048,0.6504854368932039,0.8
28.0,0.7427184466019418,0.7495145631067961,0.8
4.0,0.7514563106796116,0.7631067961165049,0.8
16.0,0.6330097087378641,0.6271844660194175,0.8
36.0,0.6300970873786408,0.6446601941747573,0.8
12.0,0.6213592233009708,0.6320388349514563,0.8
20.0,0.6145631067961165,0.6174757281553398,0.8
8.0,0.6320388349514563,0.6359223300970874,0.8
40.0,0.6854368932038835,0.6728155339805825,0.8
24.0,0.7,0.6825242718446602,0.8
32.0,0.6223300970873786,0.629126213592233,0.8
28.0,0.6854368932038835,0.6728155339805825,0.8
4.0,0.7009708737864078,0.6776699029126214,0.8
16.0,0.6339805825242718,0.6223300970873786,0.8
